# X		Y		Y_low		Y_high
22.5384615385  -9.1325443787	-9.23431952663	-9.09437869822
22.8461538462  -9.14526627219	-9.22159763314	-9.06893491124
23.6666666667  -9.28520710059	-9.38698224852	-9.20887573964
