#X		Y		Y_low		Y_high
25.4615384615  -10.7609467456	-11.0026627219	-10.5955621302
25.6666666667  -11.1426035503	-11.2698224852	-11.0408284024
25.8717948718  -11.549704142	-11.7532544379	-11.4097633136
