# X		Y		Y_low		Y_high
22.5384615385  -9.14526627219	-9.17071005917	-9.11982248521
22.8461538462  -9.20887573964	-9.23431952663	-9.18343195266
23.2051282051  -9.33609467456	-9.36153846154	-9.31065088757
23.5641025641  -9.52692307692	-9.5650887574	-9.50147928994
23.9230769231  -9.67958579882	-9.73547337278	-9.62869822485
24.2307692308  -10.1375739645	-10.2902366864	-10.0357988166
24.5897435897  -10.073964497	-10.2775147929	-9.93402366864
