1.1	0.367	3.12	8.09E-019
1.2	0.282	2.96	7.70E-018
1.3	0.26	2.83	2.05E-017
1.4	0.239	2.76	3.66E-017
1.5	0.224	2.69	5.48E-017
1.6	0.207	2.66	7.39E-017
1.7	0.198	2.62	9.52E-017
1.8	0.193	2.56	1.20E-016
1.9	0.187	2.52	1.47E-016
2	0.181	2.49	1.75E-016
3	0.122	2.48	3.31E-016
4	0.106	2.5	4.16E-016
5	0.0983	2.46	5.57E-016
6	0.0875	2.46	6.78E-016
7	0.083	2.44	7.65E-016
8	0.0783	2.44	8.52E-016
9	0.0735	2.45	9.17E-016
10	0.0644	2.5	9.57E-016
30	0.0333	2.77	3.07E-015
100	0.0224	2.8	1.58E-014
